data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,rating,reviews
575,Japan,Kyoto,교토 어소,,,궁궐 단지와 1855년 재건한 황실의 옛 거주지로 정원과 문이 자리하고 있습니다.,,,https://www.google.com/maps/place/%EA%B5%90%ED%86%A0+%EC%96%B4%EC%86%8C/data=!4m7!3m6!1s0x600108652e05500d:0xaaaf9eec1f34bbf5!8m2!3d35.0259202!4d135.7616454!16zL20vMDViY3A2!19sChIJDVAFLmUIAWAR9bs0H-yer6o?authuser=0&hl=ko&rclk=1,4.4,"(15,179)"
576,Japan,Kyoto,교토 부청 1호관,,,1904년 지어진 르네상스 스타일의 옛 관공서로 투어가 가능하며 안뜰에 벚나무가 있습니다.,,,https://www.google.com/maps/place/%EA%B5%90%ED%86%A0+%EB%B6%80%EC%B2%AD+1%ED%98%B8%EA%B4%80/data=!4m7!3m6!1s0x60010879afa8db8b:0xb5071894e9d3456f!8m2!3d35.0207531!4d135.7556529!16s%2Fg%2F122nbw6r!19sChIJi9uor3kIAWARb0XT6ZQYB7U?authuser=0&hl=ko&rclk=1,4.0,(485)
577,Japan,Kyoto,교토 시 역사자료관,,,,,,https://www.google.com/maps/place/%EA%B5%90%ED%86%A0+%EC%8B%9C+%EC%97%AD%EC%82%AC%EC%9E%90%EB%A3%8C%EA%B4%80/data=!4m7!3m6!1s0x6001088a6d0d2737:0xcaf7a44e87ebf476!8m2!3d35.019158!4d135.767635!16s%2Fm%2F0jt8kll!19sChIJNycNbYoIAWARdvTrh06k98o?authuser=0&hl=ko&rclk=1,3.9,(198)
578,Japan,Kyoto,구 니조 성 터,,,,,,https://www.google.com/maps/place/%EA%B5%AC+%EB%8B%88%EC%A1%B0+%EC%84%B1+%ED%84%B0/data=!4m7!3m6!1s0x6001087bf511b87f:0xa98393a1044a43c8!8m2!3d35.0198676!4d135.7579155!16s%2Fg%2F11b7k28p1q!19sChIJf7gR9XsIAWARyENKBKGTg6k?authuser=0&hl=ko&rclk=1,3.6,(35)
579,Japan,Kyoto,니조 성,,,1603년에 사이프러스 나무로 지은 성으로 광대한 정원을 갖추고 있으며 쇼군 이에야스의 거처로 이용되었습니다.,,,https://www.google.com/maps/place/%EB%8B%88%EC%A1%B0+%EC%84%B1/data=!4m7!3m6!1s0x600107d40a2b9b0b:0x106b8759906a2f2f!8m2!3d35.0140379!4d135.7484258!16zL20vMDJubmh4!19sChIJC5srCtQHAWARLy9qkFmHaxA?authuser=0&hl=ko&rclk=1,4.4,"(34,422)"
580,Japan,Kyoto,Site of Taigado,,,,,,https://www.google.com/maps/place/Site+of+Taigado/data=!4m7!3m6!1s0x600108db33780c4f:0x193c0f1483858102!8m2!3d35.0021073!4d135.7807803!16s%2Fg%2F11hd7n7d4v!19sChIJTwx4M9sIAWARAoGFgxQPPBk?authuser=0&hl=ko&rclk=1,4.8,(4)
581,Japan,Kyoto,니조 성 천수각 터,,,,,,https://www.google.com/maps/place/%EB%8B%88%EC%A1%B0+%EC%84%B1+%EC%B2%9C%EC%88%98%EA%B0%81+%ED%84%B0/data=!4m7!3m6!1s0x600107fb14db3d51:0x6280ba4fa2a99b34!8m2!3d35.013506!4d135.7469372!16s%2Fg%2F11tdnfnlcj!19sChIJUT3bFPsHAWARNJupok-6gGI?authuser=0&hl=ko&rclk=1,4.5,(39)
582,Japan,Kyoto,교토시 학교역사박물관,,,,,,https://www.google.com/maps/place/%EA%B5%90%ED%86%A0%EC%8B%9C+%ED%95%99%EA%B5%90%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80/data=!4m7!3m6!1s0x600108bde28b0185:0x71bc69569d793626!8m2!3d35.0008711!4d135.7657717!16s%2Fg%2F12372jqt!19sChIJhQGL4r0IAWARJjZ5nVZpvHE?authuser=0&hl=ko&rclk=1,4.1,(163)
583,Japan,Kyoto,가야노미야 저택 터,,,,,,https://www.google.com/maps/place/%EA%B0%80%EC%95%BC%EB%85%B8%EB%AF%B8%EC%95%BC+%EC%A0%80%ED%83%9D+%ED%84%B0/data=!4m7!3m6!1s0x6001087cc9c6b549:0x1dc3a9ace7b5396e!8m2!3d35.0201051!4d135.7611874!16s%2Fg%2F11fx7tdzs4!19sChIJSbXGyXwIAWARbjm156ypwx0?authuser=0&hl=ko&rclk=1,3.5,(4)
584,Japan,Kyoto,간인노미야 저택 터,,,,,,https://www.google.com/maps/place/%EA%B0%84%EC%9D%B8%EB%85%B8%EB%AF%B8%EC%95%BC+%EC%A0%80%ED%83%9D+%ED%84%B0/data=!4m7!3m6!1s0x6001087d19daaaab:0xf04d3b60b313d3c9!8m2!3d35.0180806!4d135.7602477!16s%2Fg%2F11c43bm217!19sChIJq6raGX0IAWARydMTs2A7TfA?authuser=0&hl=ko&rclk=1,4.3,(283)
585,Japan,Kyoto,센토고쇼,,,"화재 피해를 입은 17세기 궁전이 자리한 멋진 장소로, 나무가 늘어선 산책길과 연못이 있습니다.",,,https://www.google.com/maps/place/%EC%84%BC%ED%86%A0%EA%B3%A0%EC%87%BC/data=!4m7!3m6!1s0x600108652e05500d:0xbb9ad3d40026f822!8m2!3d35.0223399!4d135.7651343!16s%2Fm%2F02z75rn!19sChIJDVAFLmUIAWARIvgmANTTmrs?authuser=0&hl=ko&rclk=1,4.4,(874)
586,Japan,Kyoto,교토고엔,,,벚꽃이 있고 개울이 흐르는 녹음이 우거진 조경지로 옛 왕궁 건물이 있으며 이벤트가 열립니다.,,,https://www.google.com/maps/place/%EA%B5%90%ED%86%A0%EA%B3%A0%EC%97%94/data=!4m7!3m6!1s0x6001087b148e5f1d:0x1f8b7a1904610955!8m2!3d35.0230451!4d135.7635528!16s%2Fm%2F0nbg65f!19sChIJHV-OFHsIAWARVQlhBBl6ix8?authuser=0&hl=ko&rclk=1,4.5,"(7,684)"
